Date,Close,High,Low,Open,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-04-24 09:35:00,23.865,24.1,23.82,24.1,16071.0,-0.0097510373444,24.000284476,-0.00140721354742,23.868005,0.0,0,0,1,384552.245,384552.245,16071.0,23.9283333333,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 09:40:00,23.755,23.865,23.72,23.865,14146.0,-0.00460926042321,23.9512275808,-0.00204401307175,23.857242619,0.0,0,0,1,336391.88,720944.125,30217.0,23.858891518,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 09:45:00,23.74,23.815,23.73,23.755,12584.0,-0.000631446011366,23.9089820646,-0.00176381423513,23.8460766553,0.0,0,0,1,299016.813333,1019960.93833,42801.0,23.8303062623,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 09:50:00,23.8,23.81,23.74,23.74,14093.0,0.00252737994945,23.8871856517,-0.000911641192655,23.8416884024,0.0,0,0,1,335178.516667,1355139.455,56894.0,23.8186707737,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 09:55:00,23.81,23.87,23.76,23.8,16049.0,0.000420168067227,23.8717485214,-0.000646251532715,23.8386704594,0.0,0,0,1,382180.186667,1737319.64167,72943.0,23.8174964241,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 10:00:00,23.79,23.885,23.78,23.81,10794.0,-0.000839983200336,23.8553988171,-0.000684897641959,23.8340351775,0.0,0,0,1,257095.09,1994414.73167,83737.0,23.8176043047,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 10:05:00,23.81,23.82,23.73,23.8,4416.0,0.000840689365279,23.8463190537,-0.000380616710163,23.831746113,0.0,0,0,1,105041.92,2099456.65167,88153.0,23.8160544924,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 10:10:00,23.77,23.795,23.735,23.795,8033.0,-0.00167996640067,23.8310552429,-0.000640090854255,23.8258655308,0.0,0,0,1,190917.633333,2290374.285,96186.0,23.8119298547,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 10:15:00,23.75,23.77,23.74,23.76,6416.0,-0.000841396718553,23.8148441943,-0.000680248877856,23.8186402421,-1.0,0,0,0,152401.386667,2442775.67167,102602.0,23.8082656446,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 10:20:00,23.77,23.82,23.76,23.77,13379.0,0.000842105263158,23.8058753555,-0.000376607077355,23.8140078381,0.0,0,0,0,318197.216667,2760972.88833,115981.0,23.8053895753,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 10:25:00,23.828,23.828,23.76,23.77,10124.0,0.0024400504838,23.8103002844,0.000185875496623,23.815340425,0.0,0,0,0,241005.194667,3001978.083,126105.0,23.8053850601,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 10:30:00,23.83,23.87,23.82,23.83,8614.0,8.39348665436e-05,23.8142402275,0.000165472214812,23.816736575,0.0,0,0,0,205357.76,3207335.843,134719.0,23.8075983566,1,0,0,1,0.0,0,0.0,20170424 10:32:54
2017-04-24 10:35:00,23.875,23.925,23.83,23.83,9863.0,0.00188837599664,23.826392182,0.000510281007608,23.8222854726,1.0,0,0,1,235495.563333,3442831.40633,144582.0,23.8123100132,1,0,0,1,0.0,0,0.0,20170424 10:40:13
2017-04-24 10:40:00,23.865,23.875,23.825,23.875,6750.0,-0.000418848167539,23.8341137456,0.000324076072449,23.8263535228,0.0,0,0,1,161021.25,3603852.65633,151332.0,23.8142141539,1,0,0,1,0.0,0,0.0,20170424 10:45:05
2017-04-24 10:45:00,23.865,23.905,23.845,23.865,7045.0,0.0,23.8402909965,0.000259176864939,23.8300341397,0.0,0,0,1,168175.891667,3772028.548,158377.0,23.8167697835,1,0,0,1,0.0,0,0.0,20170424 10:50:08
2017-04-24 10:55:00,23.845,23.855,23.82,23.85,7275.0,-0.00020964360587,23.8427862377,2.32126146649e-05,23.833179874,0.0,0,0,1,173436.0,4490961.88133,188540.0,23.8196768926,1,0,0,1,0.0,0,0.0,20170424 11:00:10
2017-04-24 11:00:00,23.775,23.845,23.775,23.845,5805.0,-0.00293562591738,23.8292289902,-0.000568610036372,23.8276389336,0.0,0,0,1,138149.325,4629111.20633,194345.0,23.8190393698,1,0,0,1,0.0,0,0.0,20170424 11:05:02
2017-04-24 11:05:00,23.85,23.865,23.775,23.775,9668.0,0.00315457413249,23.8333831922,0.000174332201928,23.829768559,0.0,1,0,1,230388.44,4859499.64633,204013.0,23.8195587847,1,0,0,1,0.0,0,0.0,20170424 11:10:03
2017-04-24 11:10:00,23.89,23.905,23.85,23.85,15546.0,0.00167714884696,23.8447065537,0.00047510508587,23.8355048867,0.0,0,0,1,371264.39,5230764.03633,219559.0,23.8239563686,1,0,0,1,0.0,0,0.0,20170424 11:15:11
2017-04-24 11:15:00,23.82,23.895,23.805,23.89,24418.0,-0.00293009627459,23.839765243,-0.000207228834391,23.8340282308,0.0,0,0,1,582125.12,5812889.15633,243977.0,23.8255620666,1,0,0,1,0.0,0,0.0,20170424 11:20:02
2017-04-24 11:20:00,23.86,23.865,23.815,23.82,8183.0,0.0016792611251,23.8438121944,0.000169756344592,23.8365017327,0.0,0,0,1,195137.273333,6008026.42967,252160.0,23.8262469451,1,0,0,1,0.0,0,0.0,20170424 11:25:03
